text,aspect_start,aspect_end,opinion_start,opinion_end,sentiment,category
lan ng?c t?p này v?a ??p v?a duyên dáng ?áng chú ý,0,1,8,9,positive,CHARACTERISTIC
th?ng tu?n m?m lúc nào c?ng nhai tính t? th?t hình thành ??n phía bên trong,0,1,9,9,negative,CHARACTERISTIC
th?ng tu?n m?m lúc nào c?ng nhai tính t? th?t n?u không,0,1,9,9,negative,CHARACTERISTIC
thúy ngân v?n luôn d? th??ng và tinh t? be yourself tin ??n v? phía bên trong,0,1,7,8,positive,CHARACTERISTIC
lan ng?c t?p này v?a l?ng v?a duyên dáng tin t?c cho ngay c?,0,1,7,8,positive,CHARACTERISTIC
thúy ngân v?n luôn d? th??ng và tinh t? be yourself nói cách khác,0,1,7,8,positive,CHARACTERISTIC
lan ng?c t?p này v?a ??p v?a duyên dáng bên d??i là,0,1,4,8,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a ra phía ngoài xu?ng phía bên trong là,0,1,8,12,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a phía bên ngoài,0,1,8,12,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a á trên phía là sau cùng nh?t,0,1,8,14,positive,CHARACTERISTIC
tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a á theo ?ó,0,1,8,14,positive,CHARACTERISTIC
hi?u th? hai t?p này m? trai vãi l?i còn vui h??c n?a t?o ra trái l?i,0,2,10,11,positive,CHARACTERISTIC
hi?u th? hai t?p này r?c trai vãi l?i còn vui h??c n?a d??i phía ngoài là,0,2,10,11,positive,CHARACTERISTIC
anh quang hùng v?a t??i trai v?a d? th??ng ghê t?i ?i v?,0,2,7,8,positive,CHARACTERISTIC
anh quang hùng v?a l?ng trai v?a d? th??ng ghê phía bên ngoài,0,2,7,8,positive,CHARACTERISTIC
t?p hôm nay c??i ?au h?t b?ng hay ng??i ch?i nhi?t tình duyên r?t và r?i phía ph?i là,9,10,11,12,positive,CHARACTERISTIC
t?p hôm nay c??i ?au h?t b?ng hay ng??i ch?i nhi?t tình duyên r?t r?i ti?p theo,9,10,11,12,positive,CHARACTERISTIC
b? 3 ch? em ngân ng?c d? d? th??ng vui h??c r?t hà v? phía bên ngoài là qua phía ngoài là,0,6,9,10,positive,CHARACTERISTIC
b? 3 ch? em ngân ng?c d? d? th??ng vui h??c r?t hà phía bên ngoài là,0,6,9,10,positive,CHARACTERISTIC
t?p này ý ngh?a r?t khúc ?oàn viên xúc ??ng c?m ?n s? tâm lí c?a ekip c?a ct d??i phía bên ngoài là bên trên,,,10,18,positive,CHARACTERISTIC
t?p này ý ngh?a r?t khúc ?oàn viên xúc ??ng c?m ?n s? tâm lí c?a ekip c?a ct v? m?t,,,10,18,positive,CHARACTERISTIC
tr?i ?i t?p này xem mà c??i n?i th??ng luôn ah tr?i ai c?ng d? th??ng h?t phía ngoài là ?áng chú ý,,,12,16,positive,CHARACTERISTIC
tr?i ?i t?p này xem mà c??i n?i th??ng luôn ah tr?i ai c?ng d? th??ng h?t phía d??i là,,,12,16,positive,CHARACTERISTIC
he he t?p này ý ngh?a r?t khúc ?oàn viên xúc ??ng c?m ?n s? tâm lí c?a ekip c?a ct l?n sau,,,12,20,positive,CHARACTERISTIC
nh?ng mà tr?i ?i t?p này xem mà c??i n?i th??ng luôn ah tr?i ai c?ng d? th??ng h?t d??i phía là,,,14,17,positive,CHARACTERISTIC
"thích bray , lúc nào c?ng l?ch thi?p , l?ch s? , v?n minh , hi?u team lên phía là ??n",1,1,3,16,positive,CHARACTERISTIC
"thích bray , lúc nào c?ng l?ch thi?p , l?ch s? , v?n minh , hi?u team tr? l?i",1,1,3,16,positive,CHARACTERISTIC
m?i hà nhây n?a ?i ch? d? th??ng r?t m?i r?t gòi theo qui ??nh trên phía bên ngoài là,1,2,6,11,positive,CHARACTERISTIC
m?i hà nhây n?a ?i ch? d? th??ng r?t m?i r?t gòi phía ph?i là,1,2,6,11,positive,CHARACTERISTIC
nhìn ông smo không ?a n?i . t? còn vô duyên nh? nào bên sáng là vào phía bên ngoài,1,2,7,12,negative,CHARACTERISTIC
nhìn ông smo không ?a n?i . t? còn vô duyên nh? nào ?úng nh? v?y,1,2,7,12,negative,CHARACTERISTIC
c? ki?u ch? ng?c ??nh cao c?a s? tinh t? dàn cast ai c?ng vui tính cute nh? v?y,10,11,12,16,positive,CHARACTERISTIC
nói v? mê gi?ng hát c?a lâm b?o ng?c thích tính cách c?a hipohapy nói v?,7,9,2,3,positive,CHARACTERISTIC
"t? ng??i g?n r?t tr? thành quán quân r?t ??nh , nhìn adrei th?y s?u thiu tuy nhiên",12,12,14,14,negative,CHARACTERISTIC
"t? ng??i g?n r?t tr? thành quán quân r?t ??nh , nhìn adrei th?y ?m thiu ??n phía ?i theo phía ngoài",12,12,14,14,negative,CHARACTERISTIC
?ã tr?i nghi?m game là ph?i ch?i ch? ai c?ng ch?i mà mình không ch?i rik phan nhát gan r?t ti?p theo ?ó ?i,15,16,17,18,negative,CHARACTERISTIC
?ã tr?i nghi?m game là ph?i ch?i ch? ai c?ng ch?i mà mình không ch?i rik phan nhát gan r?t nh?t là,15,16,17,18,negative,CHARACTERISTIC
ôi tr?i ?ã tr?i nghi?m game là ph?i ch?i ch? ai c?ng ch?i mà mình không ch?i rik phan nhát gan r?t nh? là,17,18,19,21,negative,CHARACTERISTIC
thích cách cris quan tâm v? ghê phía ph?i là xu?ng phía ngoài là,2,2,3,5,positive,CHARACTERISTIC
thích cách cris quan tâm v? ghê thông tin,2,2,3,5,positive,CHARACTERISTIC
"k th?y karik ?âu nh? , có b?c xúc gì ch?ng vì v?y cho nên",2,2,7,8,negative,CHARACTERISTIC
"k th?y karik ?âu nh? , có b?c xúc gì ch?ng bên ngoài là",2,2,7,8,negative,CHARACTERISTIC
công nh?n 2t quán quân hoa trai mà khiêm t?n ghê qua phía bên s?ch là xu?ng là,2,2,7,8,positive,CHARACTERISTIC
công nh?n 2t quán quân r?c trai mà khiêm t?n ghê t?c là,2,2,7,8,positive,CHARACTERISTIC
??m b?o tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a th?m chí còn,2,2,10,14,positive,CHARACTERISTIC
hình nh? tr??ng giang d?n ch??ng trình chuyên nghi?p mà tính cách c?ng d? th??ng n?a á ?áng chú ý,2,3,10,14,positive,CHARACTERISTIC
tr?i ?i t?p này ch? thúy ngân d? th??ng r?t hà m?y ac còn l?i vui r?t tr?i d??i phía bên tinh lên phía bên ngoài là,2,3,11,17,positive,CHARACTERISTIC
tr?i ?i t?p này ch? thúy ngân d? th??ng r?t hà m?y ac còn l?i vui r?t tr?i phía ngoài là,2,3,11,17,positive,CHARACTERISTIC
ki?u nh? lan ng?c lúc nào c?ng ch?i d? không cõng anh tú bóp ?ít c?ng c??i ?? damdang dù sao,2,3,11,17,positive,CHARACTERISTIC
tr?i ?i tr??ng giang ?úng chu?n ??u b?p nhìn anh ý n?u ?n th?y anh ý r?t tho?i mái và vui m?ng lun á lên phía ngoài là,2,3,17,21,positive,CHARACTERISTIC
t?c là lan ng?c càng ngày càng l? bên trái là,2,3,4,7,positive,CHARACTERISTIC
nh? là ch? ngân lun d? th??ng cute ngây th? truy?n thông ??n cho,2,3,5,6,positive,CHARACTERISTIC
b?o ??m anh b?p d? th??ng r?t vui r?t duyên trên phía bên ngoài là,2,3,4,5,positive,CHARACTERISTIC
c?ng nh? thúy ngân nh?t nh?ng ki?u ngô ng? d? th??ng ghê bên trong là,2,3,7,10,positive,CHARACTERISTIC
nói riêng lan ng?c v?a ??p l?i v?a d? th??ng n?u nh?,2,3,8,10,positive,CHARACTERISTIC
nh? là lan ng?c t?p này v?a ??p v?a duyên dáng c?ng nh? v?y,2,3,8,10,positive,CHARACTERISTIC
toii th?y thúy ngân v?n luôn d? th??ng và tinh t? be yourself thông báo,2,3,9,10,positive,CHARACTERISTIC
d? nhiên lan ng?c t?p này v?a ??p v?a duyên dáng ?i theo phía bên trong,2,3,9,10,positive,CHARACTERISTIC
nói v? th?ng tu?n m?m lúc nào c?ng nhai tính t? th?t bên trên là,2,3,9,11,negative,CHARACTERISTIC
ki?u ki?u t?p hôm nay c??i ?au h?t b?ng hay ng??i ch?i nhi?t tình duyên r?t v? phía bên ngoài là,2,4,10,15,positive,CHARACTERISTIC
tóm g?n hi?u th? hai t?p này r?c trai vãi l?i còn vui h??c n?a phía bên trong là,2,4,12,13,positive,CHARACTERISTIC
tr?i ?i anh quang hùng v?a hoa trai v?a d? th??ng ghê c? th? nh?,2,4,9,10,positive,CHARACTERISTIC
thích nh?t ??ng chí cris phan nhanh trí lém l?nh tinh ngh?ch mi?ng lúc nào c?ng t?m t?m tin lên phía ngoài,2,5,6,17,positive,CHARACTERISTIC
thích nh?t ??ng chí cris phan khôn lanh lém l?nh tinh ngh?ch mi?ng lúc nào c?ng t?m t?m ra ngoài,2,5,6,17,positive,CHARACTERISTIC
nói d? b? 3 ch? em ngân ng?c d? d? th??ng vui h??c r?t hà phía trên là,2,8,11,12,positive,CHARACTERISTIC
bray v?n cay andre v?n ph?i ?á câu socola k?o mút có v? cay cay xu?ng phía bên s?ch là m?c dù,3,3,,,negative,CHARACTERISTIC
bray v?n cay andre v?n ph?i ?á câu socola k?o mút có v? cay cay qua phía bên ngoài,3,3,,,negative,CHARACTERISTIC
ai ?? ý karik k ? ông ng?i im trên gh? nh? d?i gì cho nên,3,3,12,12,negative,CHARACTERISTIC
ai ?? ý karik k ? ông ng?i im trên gh? nh? d?i gì và còn bên ngoài,3,3,12,12,negative,CHARACTERISTIC
r?t x?ng ?áng 2t khiêm t?n bi?t trên bi?t d??i r?t ch?u khó và l?ng nghe m?c dù d??i phía bên trong,3,3,4,15,positive,CHARACTERISTIC
r?t x?ng ?áng 2t khiêm t?n bi?t trên bi?t d??i r?t ch?u khó và l?ng nghe h?n th? n?a,3,3,4,15,positive,CHARACTERISTIC
v?i toi m?i hà nhây n?a ?i ch? d? th??ng r?t m?i r?t gòi bên trên là,3,4,8,13,positive,CHARACTERISTIC
nói d? thích cách cris quan tâm v? ghê ??n phía ngoài,4,4,5,7,positive,CHARACTERISTIC
nói d? tr?i ?i t?p này ch? thúy ngân d? th??ng r?t hà m?y ac còn l?i vui r?t tr?i lên phía là,7,9,10,11,positive,CHARACTERISTIC
mùa 8 có n? võ t?n phát không v?y m?i ng??i ?i duyên dáng vui h??c ch?u không n?i luôn á qua phía là phía ngoài là,4,6,12,20,positive,CHARACTERISTIC
mùa 8 có n? võ t?n phát không v?y m?i ng??i ?i duyên dáng vui h??c ch?u không n?i luôn á ra ngoài,4,6,12,20,positive,CHARACTERISTIC
hà nhi khôn ghê d??ng hoàng y?n lành r?t trên phía th?m chí còn,0,1,2,2,positive,CHARACTERISTIC
hà nhi khôn ghê d??ng hoàng y?n lành r?t nh?t là,0,1,2,2,positive,CHARACTERISTIC
tr oiii thích nh?t ??ng chí cris phan khôn lanh lém l?nh tinh ngh?ch mi?ng lúc nào c?ng t?m t?m ngo?i b? là,4,7,8,13,positive,CHARACTERISTIC
hy v?ng mùa 3 m?i quang hùng master là khách m?i ? ?ng tham gia game show r?t d? th??ng g?p ti?p xúc,5,7,18,19,positive,CHARACTERISTIC
hy v?ng mùa 3 m?i quang hùng master là khách m?i ? ?ng tham gia game show r?t d? th??ng ngoài ra còn,5,7,18,19,positive,CHARACTERISTIC
t?p này ch? y?n d? th??ng m?i ng??i vui x?u ngo?i b? là tác ??ng,2,3,4,5,positive,CHARACTERISTIC
t?p này ch? y?n d? th??ng m?i ng??i vui x?u h?n th? n?a,2,3,4,5,positive,CHARACTERISTIC
nói v? mùa 8 có n? võ t?n phát không v?y m?i ng??i ?i duyên dáng vui h??c ch?u không n?i luôn á truy?n thông ?i,6,8,14,22,positive,CHARACTERISTIC
nh? là hà nhi khôn ghê d??ng hoàng y?n lành r?t k? c?,6,8,9,10,positive,CHARACTERISTIC
double 2t th?ng x?ng ?áng mà sao karik thái ?? kì v?y do ?ó,7,8,8,10,negative,CHARACTERISTIC
double 2t th?ng x?ng ?áng mà sao karik thái ?? kì v?y l?n sau này thêm vào ?ó,7,8,8,10,negative,CHARACTERISTIC
toii th?y hy v?ng mùa 3 m?i quang hùng master là khách m?i ? ?ng tham gia game show r?t d? th??ng phía trong,7,8,19,21,positive,CHARACTERISTIC
"thich nh?t mùa 3 rap vi?t , mùa 3 c?m th?y m?i ng??i ai c?ng ?oàn k?t ngay c?",7,8,9,16,positive,CHARACTERISTIC
"thich nh?t mùa 3 rap vi?t , mùa 3 c?m th?y m?i ng??i ai c?ng ?oàn k?t tr? l?i d??i phía là",7,8,9,16,positive,CHARACTERISTIC
tóm g?n t?p này ch? y?n d? th??ng m?i ng??i vui x?u phía ph?i là,5,6,7,8,positive,CHARACTERISTIC
ch? ng?c ??nh cao c?a s? tinh t? dàn cast ai c?ng vui tính cute qua phía là này là,8,9,10,14,positive,CHARACTERISTIC
ch? ng?c ??nh cao c?a s? tinh t? dàn cast ai c?ng vui tính cute m?c dù v?y,8,9,10,14,positive,CHARACTERISTIC
mê gi?ng hát c?a lâm b?o ng?c thích tính cách c?a hipohapy trái l?i nh?ng mà,8,11,7,7,positive,CHARACTERISTIC
mê gi?ng hát c?a lâm b?o ng?c thích tính cách c?a hipohapy vào phía bên ngoài,8,11,7,7,positive,CHARACTERISTIC
mê anh b?p nh?t nha hoa l?i tinh t? trí nh? ok qá ch?g ti?p theo ?ó xu?ng phía ngoài là,1,2,7,8,positive,CHARACTERISTIC
mê anh b?p nh?t nha r?c l?i tinh t? trí nh? ok qá ch?g qua phía ngoài là,1,2,7,8,positive,CHARACTERISTIC
ki?u là mê anh b?p nh?t nha xinh l?i tinh t? trí nh? ok r?t ch?ng t??ng t? nh?,3,4,9,10,positive,CHARACTERISTIC
cái ông n?i dj kb là dj hay ?i bán g?u bông n?a nhìn khùng th?y m?t qua phía v? phía bên trong là,3,3,0,16,negative,CHARACTERISTIC
cái ông n?i dj kb là dj hay ?i bán g?u bông n?a nhìn khùng th?y m?t ví d? nh?,3,3,0,16,negative,CHARACTERISTIC
"2t theo mình hát rõ l?i , ch?t , m?c m?c má hay ngo?i b?",0,0,9,10,positive,CHARACTERISTIC
"2t theo mình hát rõ l?i , ch?t , m?c m?c má hay nói v? phía ngoài là",0,0,9,10,positive,CHARACTERISTIC
thích 2t vì ??c tính khiêm nh??ng c?a b?n ?y . 10? respect t?o nên,1,1,3,6,positive,CHARACTERISTIC
thích 2t vì ??c tính khiêm nh??ng c?a b?n ?y . 10? respect và sau ?ó ?nh h??ng,1,1,3,6,positive,CHARACTERISTIC
tr?ng ch? ng?c r?t à hoa l?ng duyên dáng x?u luôn á theo nguyên t?c này là,1,2,7,11,positive,CHARACTERISTIC
th??ng ch? ng?c r?t à ??p xinh duyên dáng x?u luôn á l?n sau,1,2,7,11,positive,CHARACTERISTIC
hy v?ng võ t?n phát tham gia ? th?y anh duyên dáng d? th??ng ch?i h?t mình truy?n ?i d??i phía bên ngoài,1,3,9,13,positive,CHARACTERISTIC
hy v?ng võ t?n phát tham gia ? th?y anh duyên dáng d? th??ng ch?i h?t mình lên phía ngoài là,1,3,9,13,positive,CHARACTERISTIC
t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a và còn qua phía ngoài là,10,11,12,12,negative,CHARACTERISTIC
t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a truy?n thông cho,10,11,12,12,negative,CHARACTERISTIC
ch? th?y l? khi tez không có tinh top 5 . 2t x?ng ?áng . vì khiêm t?n và r?t ch?t m?c cho này là,11,11,16,17,positive,CHARACTERISTIC
ch? th?y l? khi tez không có tinh top 5 . 2t x?ng ?áng . vì khiêm t?n và r?t ch?t theo quy ??nh,11,11,16,17,positive,CHARACTERISTIC
ê ê t?p này nh?t r?t thuý ngân ?ã nh?t còn thêm khách m?i nh?t n?a theo ?i?u,12,13,14,14,negative,CHARACTERISTIC
mình thích dàn cast này nh?t ngô ki?n huy ?áng th??ng nh?t b?o lâm vui b?t ch?p cute l?m luôn bên ngoài là này là,12,13,14,17,positive,CHARACTERISTIC
mình thích dàn cast này nh?t ngô ki?n huy ?áng th??ng nh?t b?o lâm vui b?t ch?p cute l?m luôn tuy v?y,12,13,14,17,positive,CHARACTERISTIC
ch?c h?n mình thích dàn cast này nh?t ngô ki?n huy ?áng ái nh?t b?o lâm vui b?t ch?p cute l?m luôn trên phía là,14,15,16,21,positive,CHARACTERISTIC
ch?t c??i v?i ông tú ông d? th??ng vui tinh t? x?u th? này nh?,3,4,8,11,positive,CHARACTERISTIC
ch?t c??i v?i ông tú ông d? th??ng vui tinh t? x?u cu?i cùng,3,4,8,11,positive,CHARACTERISTIC
t?c là tr?ng ch? ng?c r?t à ??p r?c duyên dáng x?u luôn á xu?ng phía bên ngoài,3,4,9,13,positive,CHARACTERISTIC
th?c s? hy v?ng võ t?n phát tham gia ? th?y anh duyên dáng d? th??ng ch?i h?t mình t?o ra,3,5,11,15,positive,CHARACTERISTIC
troi oiiii ch?t c??i v?i ông tú ông d? th??ng vui tinh t? x?u ti?p theo,5,6,10,13,positive,CHARACTERISTIC
tr?n thành mãi ??nh . ?a tài . có tài có ??c . luôn thích tr?n thành vì v?y trái l?i,0,1,8,11,positive,CHARACTERISTIC
tr?n thành mãi ??nh . ?a tài . có tài có ??c . luôn thích tr?n thành n?i b?,0,1,8,11,positive,CHARACTERISTIC
"2t x?ng ?áng , nh? nhàng , ch?t l??ng , khiêm t?n d??i phía là",0,0,10,11,positive,CHARACTERISTIC
"2t x?ng ?áng , nh? nhàng , ch?t l??ng , khiêm t?n d??i phía bên ngoài là trên phía ngoài là",0,0,10,11,positive,CHARACTERISTIC
"quán quân r?t x?ng ?áng , khiêm t?n r?t th?m chí còn trên phía bên ngoài",0,1,6,7,positive,CHARACTERISTIC
"quán quân r?t x?ng ?áng , khiêm t?n r?t di chuy?n",0,1,6,7,positive,CHARACTERISTIC
cái ông n?i dj kb là dj hay ?i bán g?u bông n?a nhìn khùng th?y m?t qua phía nh? là ví d?,6,6,0,16,negative,CHARACTERISTIC
cái ông n?i dj kb là dj hay ?i bán g?u bông n?a nhìn khùng th?y m?t v? phía bên ngoài,6,6,0,16,negative,CHARACTERISTIC
thái vg chu?n 0 c?n ch?nh . luôn nh? v?y nha em tình c?m l?m phát hi?n,0,1,12,14,positive,CHARACTERISTIC
thái vg chu?n 0 c?n ch?nh . luôn nh? v?y nha em tình c?m l?m n?i b? truy?n,0,1,12,14,positive,CHARACTERISTIC
thích 2t vì ??c tính khiêm nh??ng c?a b?n ?y . 10? respect,1,1,3,6,positive,CHARACTERISTIC
thích 2t vì ??c tính khiêm nh??ng c?a b?n ?y . 10? respect và sau ?ó,1,1,3,6,positive,CHARACTERISTIC
??i v?i ai c?ng vui h?t tr?n mà hông có ông lu?t thì h?i chán nhe,,,2,6,neutral,CHARACTERISTIC
dàn cash vui tính r?t mong ch? ??n mua ti?p theo ku pin d? th??ng r?t tr?i v? phía bên s?ch là,0,1,2,4,positive,CHARACTERISTIC
dàn cash vui tính r?t mong ch? ??n mua ti?p theo ku pin d? th??ng r?t tr?i,0,1,2,4,positive,CHARACTERISTIC
nói v? dàn cash vui tính r?t mong ch? ??n mua ti?p theo ku pin d? th??ng r?t tr?i,2,3,4,6,positive,CHARACTERISTIC
tính ra anh giang d? th??ng khá tính mà ?ôi khi tuy?t r?t cái b? thù ha trái là,2,3,4,7,positive,CHARACTERISTIC
tính ra anh giang d? th??ng khá tính mà ?ôi khi khá r?t cái b? thù ha,2,3,4,7,positive,CHARACTERISTIC
"th?c s? nhìn big và thái vg , r?t tâm huy?t t? ánh m?t . r?t tuy?t v?i bên trên là",3,6,8,13,positive,CHARACTERISTIC
"th?c s? nhìn big và thái vg , r?t tâm huy?t t? ánh m?t . r?t tuy?t v?i",3,6,8,13,positive,CHARACTERISTIC
??i v?i tính ra anh giang d? th??ng t?t tính mà ?ôi khi tuy?t r?t cái b? ghét ha,4,5,6,9,positive,CHARACTERISTIC
ai c?ng vui h?t tr?n mà hông có ông lu?t thì h?i chán nhe và sau cùng,,,0,4,negative,CHARACTERISTIC
ai c?ng vui h?t tr?n mà hông có ông lu?t thì h?i chán nhe,,,0,4,negative,CHARACTERISTIC
bigdady hu?n luy?n viên nghiêm túc làm tuy?t nh?t rap vi?t mua 3,0,0,4,5,positive,CHARACTERISTIC
bigdady hu?n luy?n viên nghiêm túc làm t?t nh?t rap vi?t mua 3 trên phía bên ngoài là,0,0,4,5,positive,CHARACTERISTIC
ngân nh?t nh?o c? th?y b?t chi?c theo lan ng?c t?c là,0,0,1,2,negative,CHARACTERISTIC
ngân nh?t nh?o c? th?y b?t chi?c theo lan ng?c,0,0,1,2,negative,CHARACTERISTIC
cris hay r?t vui d? th??ng mà nhanh chân ?á cái chuông l? thi?c k? ?ó,0,0,1,5,positive,CHARACTERISTIC
cris hay r?t vui d? th??ng mà nhanh chân ?á cái chuông l? thi?c,0,0,1,5,positive,CHARACTERISTIC
bà ngân b? nh?t mà thi?u b? th?y thi?u thi?u ki?u gì ?y 2 3 t?p v?a r?i không có b? t kh có h?ng xem luôn còn có,0,1,2,3,negative,CHARACTERISTIC
bà ngân b? nh?t mà thi?u b? th?y thi?u thi?u ki?u gì ?y 2 3 t?p v?a r?i không có b? t kh có h?ng xem luôn,0,1,2,3,negative,CHARACTERISTIC
quang hùng lành và d? th??ng r?t trái l?i,0,1,2,2,positive,CHARACTERISTIC
quang hùng lành và d? th??ng r?t,0,1,2,2,positive,CHARACTERISTIC
anh h?i v?a lành l?i còn hoa trai phía ph?i là,0,1,3,3,positive,CHARACTERISTIC
anh h?i v?a lành l?i còn r?c trai,0,1,3,3,positive,CHARACTERISTIC
"tr?n thành b? vô duyên à , d?n ch??ng trình nói chuy?n sà l? hoài v?y",0,1,2,5,negative,CHARACTERISTIC
"tr?n thành b? vô duyên à , d?n ch??ng trình nói chuy?n sà l? hoài v?y n?a",0,1,2,5,negative,CHARACTERISTIC
ch? bé ?úng vui nh?t luôn nh?ng ?áng m?n qua phía là,0,1,2,8,positive,CHARACTERISTIC
ch? bé ?úng vui nh?t luôn nh?ng ?áng m?n,0,1,2,8,positive,CHARACTERISTIC
thúy ngân nh?t nh?ng ki?u ngô ng? d? th??ng ghê vào phía ngoài,0,1,2,2,positive,CHARACTERISTIC
thúy ngân nh?t nh?ng ki?u ngô ng? d? th??ng ghê,0,1,2,2,positive,CHARACTERISTIC
hi?u th? hai d? th??ng l?m ch?ng h?n,0,2,3,5,positive,CHARACTERISTIC
hi?u th? hai d? th??ng l?m,0,2,3,5,positive,CHARACTERISTIC
team anh b?o v?a ngông v?a hay . ch?t ph?i nghe l?i nhi?u l?n nghi?n th?c s?,0,2,3,4,positive,CHARACTERISTIC
team anh b?o v?a ngông v?a hay . ch?t ph?i nghe l?i nhi?u l?n nghi?n th?c s? bên d??i là,0,2,3,4,positive,CHARACTERISTIC
tui th?y anh tú hòa tan luôn á tr?i không khúc ch?i ?m lan ng?c vui mà nhìn 2 ng??i d? th??ng x?u,2,3,4,8,positive,CHARACTERISTIC
negav l?ch s? r?t ??ng d?y m?i m? b?p ?n c?m th?m chí,0,0,1,3,positive,CHARACTERISTIC
negav l?ch thi?p r?t ??ng d?y m?i m? b?p ?n c?m,0,0,1,3,positive,CHARACTERISTIC
anh tú hòa tan luôn á tr?i không khúc ch?i ?m lan ng?c vui mà nhìn 2 ng??i d? th??ng x?u ra phía,0,1,2,6,positive,CHARACTERISTIC
anh tú hòa tan luôn á tr?i không khúc ch?i ?m lan ng?c vui mà nhìn 2 ng??i d? th??ng x?u,0,1,2,6,positive,CHARACTERISTIC
mc t?p này d? th??ng c??i x?u v?i m?y ae luôn k kích ho?t,0,0,1,4,positive,CHARACTERISTIC
mc t?p này d? th??ng c??i x?u v?i m?y ae luôn k,0,0,1,4,positive,CHARACTERISTIC
vs toii mc t?p này d? th??ng c??i x?u v?i m?y ae luôn k,2,2,3,6,positive,CHARACTERISTIC
ôi anh bray . cái m? ?nh h?n mà m?t khi ch?i m?y bài ki?u này nó l? thi?c bên d??i,1,2,4,7,positive,CHARACTERISTIC
ôi anh bray . cái m? ?nh h?n mà m?t khi ch?i m?y bài ki?u này nó l? thi?c,1,2,4,7,positive,CHARACTERISTIC
c? ki?u ch? ng?c ??nh cao c?a s? tinh t? dàn cast ai c?ng vui tính cute,2,3,4,9,positive,CHARACTERISTIC
mình th?y cói t?i khúc cu?i mà v? oà c?m xúc ch??ng trình tâm lý r?t,11,12,13,15,positive,CHARACTERISTIC
ch?c m?i tui ?? ý ch? nay th?y anh tee vui th?y l? mà anh karik nhìn th?y th??ng,9,9,10,10,positive,CHARACTERISTIC
ch?c m?i tui ?? ý ch? nay th?y anh tee vui th?y l? mà anh karik nhìn th?y th??ng phía sáng là,9,9,10,10,positive,CHARACTERISTIC
th?y anh ngô ki?n huy r?t nhi?t tình và ch?i vui t? nhiên r?t hay ?ó anh huy nét r?t riêng v? phía là,1,4,5,14,positive,CHARACTERISTIC
th?y anh ngô ki?n huy r?t nhi?t tình và ch?i vui t? nhiên r?t hay ?ó anh huy nét r?t riêng,1,4,5,14,positive,CHARACTERISTIC
theo toi th?y anh ngô ki?n huy r?t nhi?t tình và ch?i vui t? nhiên r?t hay ?ó anh huy nét r?t riêng,3,6,7,16,positive,CHARACTERISTIC
có d? ngân nh?t nh?o c? th?y b?t chi?c theo lan ng?c,2,2,3,4,negative,CHARACTERISTIC
theo toi cris hay r?t vui d? th??ng mà nhanh chân ?á cái chuông l? thi?c,2,2,3,7,positive,CHARACTERISTIC
